Date0 ut0 Date1 ut1
20131231 17.018 20131231 18.12
20140101 1.055 20140101 2.249
20140101 9.169 20140101 10.052
20140101 16.88 20140101 18.21
20140102 0.827 20140102 2.183
20140102 8.854 20140102 10.143
20140102 16.828 20140102 18.249
20140103 1.123 20140103 2.124
20140103 9.1 20140103 10.112
20140103 17.12 20140103 18.003
20140104 1.007 20140104 2.111
20140104 8.97 20140104 10.119
20140104 16.836 20140104 18.174
20140105 0.995 20140105 2.138
20140105 8.691 20140105 10.196
20140105 16.825 20140105 18.117
20140106 0.87 20140106 2.154
20140106 8.798 20140106 10.131
20140106 17.007 20140106 18.161
20140107 1.06 20140107 2.137
20140107 8.905 20140107 10.117
20140107 16.877 20140107 18.069
20140108 0.833 20140108 2.043
20140108 8.953 20140108 10.065
20140108 16.962 20140108 18.121
20140109 0.879 20140109 2.093
20140109 8.826 20140109 10.129
20140109 16.693 20140109 18.177
20140110 0.734 20140110 2.129
20140110 8.791 20140110 10.11
20140110 16.74 20140110 18.146
20140111 0.765 20140111 2.113
20140111 8.809 20140111 10.123
20140111 16.775 20140111 18.175
20140112 0.724 20140112 2.176
20140112 8.768 20140112 10.154
20140112 16.654 20140112 18.18
20140113 0.576 20140113 2.185
20140113 8.469 20140113 10.283
20140113 16.573 20140113 18.303
20140114 0.512 20140114 2.316
20140114 8.471 20140114 10.197
20140114 16.601 20140114 18.171
20140115 0.716 20140115 2.11
20140115 8.803 20140115 10.078
20140115 16.711 20140115 18.097
20140116 0.717 20140116 2.102
20140116 8.64 20140116 10.105
20140116 16.834 20140116 18.093
20140117 0.732 20140117 2.111
20140117 8.685 20140117 10.117
20140117 16.57 20140117 18.114
20140118 0.771 20140118 2.045
20140118 8.733 20140118 9.904
20140118 16.882 20140118 17.903
20140119 0.946 20140119 2.013
20140119 8.89 20140119 10.106
20140119 16.842 20140119 18.105
20140120 0.749 20140120 2.177
20140120 8.77 20140120 10.139
20140120 16.721 20140120 18.161
20140121 0.694 20140121 2.171
20140121 8.711 20140121 10.131
20140121 16.784 20140121 18.112
20140122 0.855 20140122 2.071
20140122 8.805 20140122 10.094
20140122 16.804 20140122 18.149
20140123 0.943 20140123 2.122
20140123 8.719 20140123 10.181
20140123 16.756 20140123 18.111
20140124 0.776 20140124 2.083
20140124 8.872 20140124 9.959
20140124 16.969 20140124 18.108
20140125 0.923 20140125 2.156
20140125 8.927 20140125 10.22
20140125 16.893 20140125 18.191
20140126 0.893 20140126 2.231
20140126 8.955 20140126 10.147
20140126 17.031 20140126 18.073
20140127 1.042 20140127 2.21
20140127 9.117 20140127 10.008
20140127 17.087 20140127 18.119
20140128 1.326 20140128 2.056
20140128 9.206 20140128 10.123
20140128 17.095 20140128 18.232
20140129 1.385 20140129 2.053
20140129 9.368 20140129 10.188
20140129 17.2 20140129 18.187
20140130 1.26 20140130 2.158
20140130 9.274 20140130 10.281
20140130 17.373 20140130 18.249
20140131 1.418 20140131 2.169
20140131 9.527 20140131 10.106
20140131 17.433 20140131 18.184
20140201 1.371 20140201 2.295
20140201 9.488 20140201 10.208
20140201 17.452 20140201 18.233
20140202 1.373 20140202 2.304
20140202 9.399 20140202 10.249
20140202 17.501 20140202 18.229
20140203 1.512 20140203 2.263
20140203 9.491 20140203 10.326
20140203 17.498 20140203 18.38
20140204 1.444 20140204 2.335
20140204 9.589 20140204 10.415
20140204 17.531 20140204 18.362
20140205 1.562 20140205 2.382
20140205 9.584 20140205 10.382
20140205 17.567 20140205 18.42
20140206 1.558 20140206 2.415
20140206 9.596 20140206 10.399
20140206 17.626 20140206 18.442
20140207 1.527 20140207 2.653
20140207 9.617 20140207 10.452
20140207 17.613 20140207 18.467
20140208 1.665 20140208 2.488
20140208 9.599 20140208 10.568
20140208 17.588 20140208 18.543
20140209 1.686 20140209 2.749
20140209 9.618 20140209 10.674
20140209 17.603 20140209 18.816
20140210 1.583 20140210 2.928
20140210 9.543 20140210 10.879
20140210 17.63 20140210 18.753
20140211 1.735 20140211 2.794
20140211 9.702 20140211 10.832
20140211 17.664 20140211 18.688
20140212 1.741 20140212 2.671
20140212 9.748 20140212 10.821
20140212 17.805 20140212 18.755
20140213 1.818 20140213 2.654
20140213 10.028 20140213 10.501
20140213 17.869 20140213 18.837
20140214 1.725 20140214 3.338
20140214 9.646 20140214 11.456
20140214 17.676 20140214 19.295
20140215 1.663 20140215 3.09
20140215 9.816 20140215 11.079
20140215 17.722 20140215 19.162
20140216 1.752 20140216 3.65
20140216 9.802 20140216 11.03
20140216 17.792 20140216 19.19
20140217 1.77 20140217 3.206
20140217 9.876 20140217 11.03
20140217 17.817 20140217 19.29
20140218 1.799 20140218 3.626
20140218 9.679 20140218 11.786
20140218 17.886 20140218 19.255
20140219 1.819 20140219 3.375
20140219 9.807 20140219 11.64
20140219 17.848 20140219 19.674
20140220 1.83 20140220 3.571
20140220 9.719 20140220 12.002
20140220 17.747 20140220 19.849
20140221 1.777 20140221 3.687
20140221 9.763 20140221 11.507
20140221 17.799 20140221 19.784
20140222 1.872 20140222 3.584
20140222 9.897 20140222 11.809
20140222 17.766 20140222 19.774
20140223 1.873 20140223 3.649
20140223 9.803 20140223 11.667
20140223 17.798 20140223 19.765
20140224 1.783 20140224 3.826
20140224 9.809 20140224 11.746
20140224 17.811 20140224 19.655
20140225 1.826 20140225 3.737
20140225 9.824 20140225 11.652
20140225 17.805 20140225 19.83
20140226 1.752 20140226 3.785
20140226 9.886 20140226 11.412
20140226 17.813 20140226 19.625
20140227 1.796 20140227 3.833
20140227 9.738 20140227 11.866
20140227 17.665 20140227 19.904
20140228 1.777 20140228 4.045
20140228 9.778 20140228 11.624
20140228 17.794 20140228 19.796
20140301 1.748 20140301 4.07
20140301 9.836 20140301 11.522
20140301 17.806 20140301 19.768
20140302 1.823 20140302 3.746
20140302 9.803 20140302 11.657
20140302 17.792 20140302 19.802
20140303 1.72 20140303 3.804
20140303 9.654 20140303 11.75
20140303 17.727 20140303 19.255
20140304 1.676 20140304 3.291
20140304 9.799 20140304 11.536
20140304 17.82 20140304 19.404
20140305 1.79 20140305 3.653
20140305 9.737 20140305 11.584
20140305 17.789 20140305 19.196
20140306 1.818 20140306 3.366
20140306 9.795 20140306 11.059
20140306 17.815 20140306 19.309
20140307 1.795 20140307 3.107
20140307 9.781 20140307 11.192
20140307 17.778 20140307 19.083
20140308 1.792 20140308 3.077
20140308 9.777 20140308 11.244
20140308 17.78 20140308 19.132
20140309 1.732 20140309 3.024
20140309 9.753 20140309 11.276
20140309 17.666 20140309 19.129
20140310 1.738 20140310 3.176
20140310 9.667 20140310 11.198
20140310 17.775 20140310 19.097
20140311 1.777 20140311 3.136
20140311 9.792 20140311 11.01
20140311 17.814 20140311 19.186
20140312 1.834 20140312 3.02
20140312 9.798 20140312 10.963
20140312 17.785 20140312 19.24
20140313 1.781 20140313 3.058
20140313 9.752 20140313 11.168
20140313 17.742 20140313 19.2
20140314 1.743 20140314 3.202
20140314 9.765 20140314 10.938
20140314 17.794 20140314 18.909
20140315 1.866 20140315 2.795
20140315 9.818 20140315 10.756
20140315 17.758 20140315 18.934
20140316 1.844 20140316 2.793
20140316 9.824 20140316 10.847
20140316 17.792 20140316 18.862
20140317 1.869 20140317 2.907
20140317 9.784 20140317 10.823
20140317 17.72 20140317 18.81
20140318 1.71 20140318 2.881
20140318 9.722 20140318 10.881
20140318 17.721 20140318 18.744
20140319 1.714 20140319 2.898
20140319 9.707 20140319 10.797
20140319 17.692 20140319 18.889
20140320 1.701 20140320 2.838
20140320 9.745 20140320 10.834
20140320 17.705 20140320 18.855
20140321 1.718 20140321 2.878
20140321 9.688 20140321 10.837
20140321 17.75 20140321 18.953
20140322 1.772 20140322 2.723
20140322 9.503 20140322 10.876
20140322 17.752 20140322 18.755
20140323 1.728 20140323 2.745
20140323 9.665 20140323 10.807
20140323 17.806 20140323 18.789
20140324 1.698 20140324 2.835
20140324 9.67 20140324 10.69
20140324 17.777 20140324 18.666
20140325 1.863 20140325 2.735
20140325 9.729 20140325 10.807
20140325 17.696 20140325 18.731
20140326 1.691 20140326 2.751
20140326 9.778 20140326 10.604
20140326 17.789 20140326 18.655
20140327 1.756 20140327 2.624
20140327 9.545 20140327 10.893
20140327 17.626 20140327 18.719
20140328 1.631 20140328 2.806
20140328 9.575 20140328 10.815
20140328 17.655 20140328 18.789
20140329 1.555 20140329 2.783
20140329 9.544 20140329 10.779
20140329 17.57 20140329 18.708
20140330 1.673 20140330 2.723
20140330 9.567 20140330 10.783
20140330 17.574 20140330 18.696
20140331 1.545 20140331 2.734
20140331 9.394 20140331 10.775
20140331 17.572 20140331 18.718
20140401 1.586 20140401 2.754
20140401 9.391 20140401 10.772
20140401 17.344 20140401 18.859
20140402 1.614 20140402 2.696
20140402 9.308 20140402 10.694
20140402 17.576 20140402 18.799
20140403 1.541 20140403 2.695
20140403 9.602 20140403 10.62
20140403 17.565 20140403 18.653
20140404 1.48 20140404 2.712
20140404 9.596 20140404 10.673
20140404 17.419 20140404 18.711
20140405 1.437 20140405 2.792
20140405 9.502 20140405 10.743
20140405 17.562 20140405 18.699
20140406 1.326 20140406 2.786
20140406 9.521 20140406 10.687
20140406 17.408 20140406 18.711
20140407 1.364 20140407 2.68
20140407 9.414 20140407 10.693
20140407 17.377 20140407 18.691
20140408 1.461 20140408 2.692
20140408 9.412 20140408 10.688
20140408 17.351 20140408 18.668
20140409 1.476 20140409 2.697
20140409 9.393 20140409 10.679
20140409 17.518 20140409 18.654
20140410 1.487 20140410 2.665
20140410 9.503 20140410 10.674
20140410 17.394 20140410 18.653
20140411 1.425 20140411 2.707
20140411 9.31 20140411 10.711
20140411 17.412 20140411 18.684
20140412 1.444 20140412 2.724
20140412 9.344 20140412 10.7
20140412 17.339 20140412 18.727
20140413 1.349 20140413 2.713
20140413 9.387 20140413 10.637
20140413 17.442 20140413 18.672
20140414 1.469 20140414 2.689
20140414 9.395 20140414 10.704
20140414 17.478 20140414 18.676
20140415 1.409 20140415 2.713
20140415 9.437 20140415 10.762
20140415 17.503 20140415 18.712
20140416 1.378 20140416 2.725
20140416 9.369 20140416 10.707
20140416 17.461 20140416 18.76
20140417 1.396 20140417 2.714
20140417 9.364 20140417 10.737
20140417 17.444 20140417 18.742
20140418 1.461 20140418 2.785
20140418 9.37 20140418 10.755
20140418 17.41 20140418 18.73
20140419 1.383 20140419 2.728
20140419 9.408 20140419 10.747
20140419 17.487 20140419 18.738
20140420 1.533 20140420 2.689
20140420 9.518 20140420 10.731
20140420 17.526 20140420 18.746
20140421 1.557 20140421 2.753
20140421 9.592 20140421 10.767
20140421 17.519 20140421 18.741
20140422 1.601 20140422 2.774
20140422 9.515 20140422 10.729
20140422 17.582 20140422 18.749
20140423 1.493 20140423 2.784
20140423 9.549 20140423 10.715
20140423 17.551 20140423 18.778
20140424 1.661 20140424 2.748
20140424 9.604 20140424 10.743
20140424 17.718 20140424 18.793
20140425 1.637 20140425 2.757
20140425 9.649 20140425 10.746
20140425 17.734 20140425 18.8
20140426 1.75 20140426 2.82
20140426 9.776 20140426 10.839
20140426 17.845 20140426 18.756
20140427 1.913 20140427 2.755
20140427 9.895 20140427 10.769
20140427 17.917 20140427 18.84
20140428 1.935 20140428 2.894
20140428 9.857 20140428 10.889
20140428 17.999 20140428 18.944
20140429 1.906 20140429 2.842
20140429 9.893 20140429 10.896
20140429 17.954 20140429 18.852
20140430 2.026 20140430 2.881
20140430 10.023 20140430 10.877
20140430 18.005 20140430 18.902
20140501 2.045 20140501 2.969
20140501 10.009 20140501 10.999
20140501 18.097 20140501 18.904
20140502 2.033 20140502 2.951
20140502 10.055 20140502 10.954
20140502 18.129 20140502 19.054
20140503 2.145 20140503 2.949
20140503 10.13 20140503 11.026
20140503 18.079 20140503 19.096
20140504 2.219 20140504 2.973
20140504 10.198 20140504 10.963
20140504 18.204 20140504 19.056
20140505 2.167 20140505 3.104
20140505 10.139 20140505 11.22
20140505 18.217 20140505 19.28
20140506 2.163 20140506 3.059
20140506 10.303 20140506 10.896
20140506 18.287 20140506 19.037
20140507 2.264 20140507 3.225
20140507 10.164 20140507 11.292
20140507 18.261 20140507 19.196
20140508 2.271 20140508 3.223
20140508 10.27 20140508 11.243
20140508 18.208 20140508 19.288
20140509 2.3 20140509 3.479
20140509 10.323 20140509 11.473
20140509 18.345 20140509 19.511
20140510 2.342 20140510 3.308
20140510 10.335 20140510 11.278
20140510 18.347 20140510 19.413
20140511 2.31 20140511 3.549
20140511 10.324 20140511 11.609
20140511 18.348 20140511 19.66
20140512 2.384 20140512 3.439
20140512 10.375 20140512 11.563
20140512 18.274 20140512 19.718
20140513 2.359 20140513 3.682
20140513 10.33 20140513 11.739
20140513 18.34 20140513 19.899
20140514 2.372 20140514 3.822
20140514 10.318 20140514 11.884
20140514 18.323 20140514 19.918
20140515 2.361 20140515 3.907
20140515 10.367 20140515 11.795
20140515 18.349 20140515 20.012
20140516 2.348 20140516 4.406
20140516 10.413 20140516 12.331
20140516 18.332 20140516 20.216
20140517 2.467 20140517 3.911
20140517 10.401 20140517 12.216
20140517 18.432 20140517 20.209
20140518 2.414 20140518 4.339
20140518 10.415 20140518 12.185
20140518 18.463 20140518 20.192
20140519 2.417 20140519 4.308
20140519 10.424 20140519 12.594
20140519 18.425 20140519 20.415
20140520 2.432 20140520 4.366
20140520 10.43 20140520 12.389
20140520 18.417 20140520 20.399
20140521 2.428 20140521 4.393
20140521 10.408 20140521 12.491
20140521 18.421 20140521 20.644
20140522 2.366 20140522 4.76
20140522 10.422 20140522 12.527
20140522 18.478 20140522 20.363
20140523 2.452 20140523 4.285
20140523 10.457 20140523 12.45
20140523 18.463 20140523 20.6
20140524 2.423 20140524 4.451
20140524 10.438 20140524 12.663
20140524 18.488 20140524 20.443
20140525 2.428 20140525 4.558
20140525 10.443 20140525 12.41
20140525 18.451 20140525 20.479
20140526 2.44 20140526 4.417
20140526 10.426 20140526 12.581
20140526 18.439 20140526 20.352
20140527 2.478 20140527 4.375
20140527 10.467 20140527 12.382
20140527 18.461 20140527 20.315
20140528 2.48 20140528 4.28
20140528 10.459 20140528 12.175
20140528 18.491 20140528 20.065
20140529 2.5 20140529 4.18
20140529 10.47 20140529 11.976
20140529 18.48 20140529 20.227
20140530 2.47 20140530 4.14
20140530 10.449 20140530 12.267
20140530 18.435 20140530 19.87
20140531 2.473 20140531 4.206
20140531 10.468 20140531 12.003
20140531 18.47 20140531 20.172
20140601 2.432 20140601 4.024
20140601 10.44 20140601 12.142
20140601 18.47 20140601 20.026
20140602 2.462 20140602 4.108
20140602 10.453 20140602 11.838
20140602 18.465 20140602 20.197
20140603 2.497 20140603 3.859
20140603 10.497 20140603 11.628
20140603 18.52 20140603 19.73
20140604 2.467 20140604 3.831
20140604 10.492 20140604 11.717
20140604 18.546 20140604 19.589
20140605 2.476 20140605 3.914
20140605 10.402 20140605 11.68
20140605 18.354 20140605 19.381
20140606 2.502 20140606 3.609
20140606 10.468 20140606 11.578
20140606 18.449 20140606 19.67
20140607 2.449 20140607 3.797
20140607 10.425 20140607 11.657
20140607 18.425 20140607 19.6
20140608 2.477 20140608 3.701
20140608 10.475 20140608 11.606
20140608 18.478 20140608 19.694
20140609 2.479 20140609 3.829
20140609 10.467 20140609 11.505
20140609 18.478 20140609 19.556
20140610 2.44 20140610 3.587
20140610 10.525 20140610 11.48
20140610 18.462 20140610 19.538
20140611 2.453 20140611 3.614
20140611 10.465 20140611 11.451
20140611 18.501 20140611 19.5
20140612 2.559 20140612 3.302
20140612 10.543 20140612 11.405
20140612 18.515 20140612 19.471
20140613 2.389 20140613 3.58
20140613 10.413 20140613 11.511
20140613 18.437 20140613 19.48
20140614 2.422 20140614 3.436
20140614 10.434 20140614 11.537
20140614 18.429 20140614 19.542
20140615 2.388 20140615 3.51
20140615 10.375 20140615 11.545
20140615 18.409 20140615 19.464
20140616 2.45 20140616 3.397
20140616 10.514 20140616 11.51
20140616 18.5 20140616 19.461
20140617 2.484 20140617 3.492
20140617 10.352 20140617 11.486
20140617 18.403 20140617 19.499
20140618 2.554 20140618 3.409
20140618 10.577 20140618 11.378
20140618 18.526 20140618 19.515
20140619 2.465 20140619 3.607
20140619 10.528 20140619 11.656
20140619 18.524 20140619 19.692
20140620 2.589 20140620 3.714
20140620 10.637 20140620 11.773
20140620 18.53 20140620 19.817
20140621 2.585 20140621 3.795
20140621 10.717 20140621 11.798
20140621 18.737 20140621 19.853
20140622 2.749 20140622 3.872
20140622 10.85 20140622 11.991
20140622 18.879 20140622 19.886
20140623 2.971 20140623 3.888
20140623 10.931 20140623 11.915
20140623 18.952 20140623 20.042
20140624 2.921 20140624 4.064
20140624 10.843 20140624 12.072
20140624 18.983 20140624 20.131
20140625 3.047 20140625 4.181
20140625 11.051 20140625 12.181
20140625 19.133 20140625 20.162
20140626 3.154 20140626 4.226
20140626 11.191 20140626 12.245
20140626 19.19 20140626 20.279
20140627 3.223 20140627 4.276
20140627 11.376 20140627 12.291
20140627 19.374 20140627 20.353
20140628 3.407 20140628 4.356
20140628 11.289 20140628 12.436
20140628 19.241 20140628 20.437
20140629 3.352 20140629 4.497
20140629 11.335 20140629 12.509
20140629 19.386 20140629 20.564
20140630 3.411 20140630 4.556
20140630 11.407 20140630 12.608
20140630 19.563 20140630 20.58
20140701 3.286 20140701 4.741
20140701 11.504 20140701 12.633
20140701 19.501 20140701 20.736
20140702 3.635 20140702 4.754
20140702 11.557 20140702 12.835
20140702 19.512 20140702 20.869
20140703 3.637 20140703 4.854
20140703 11.756 20140703 12.835
20140703 19.725 20140703 20.892
20140704 3.766 20140704 4.964
20140704 11.774 20140704 12.968
20140704 19.879 20140704 21.081
20140705 3.965 20140705 4.981
20140705 11.93 20140705 13.061
20140705 19.909 20140705 21.091
20140706 3.782 20140706 5.146
20140706 11.952 20140706 13.22
20140706 19.77 20140706 21.326
20140707 3.909 20140707 5.323
20140707 12.101 20140707 13.3
20140707 20.111 20140707 21.305
20140708 4.155 20140708 5.38
20140708 12.202 20140708 13.356
20140708 20.189 20140708 21.379
20140709 4.182 20140709 5.415
20140709 12.302 20140709 13.421
20140709 20.322 20140709 21.421
20140710 4.36 20140710 5.445
20140710 12.336 20140710 13.516
20140710 20.335 20140710 21.568
20140711 4.412 20140711 5.538
20140711 12.458 20140711 13.655
20140711 20.524 20140711 21.693
20140712 4.513 20140712 5.706
20140712 12.529 20140712 13.784
20140712 20.618 20140712 21.815
20140713 4.601 20140713 5.85
20140713 12.625 20140713 13.933
20140713 20.655 20140713 21.934
20140714 4.667 20140714 5.944
20140714 12.643 20140714 13.988
20140714 20.74 20140714 22.035
20140715 4.852 20140715 6.066
20140715 12.837 20140715 14.141
20140715 20.889 20140715 22.136
20140716 4.982 20140716 6.177
20140716 12.953 20140716 14.211
20140716 21.099 20140716 22.158
20140717 5.112 20140717 6.283
20140717 13.055 20140717 14.329
20140717 21.081 20140717 22.365
20140718 5.267 20140718 6.354
20140718 13.308 20140718 14.447
20140718 21.256 20140718 22.462
20140719 5.338 20140719 6.439
20140719 13.341 20140719 14.459
20140719 21.411 20140719 22.523
20140720 5.437 20140720 6.605
20140720 13.421 20140720 14.643
20140720 21.543 20140720 22.647
20140721 5.576 20140721 6.698
20140721 13.53 20140721 14.7
20140721 21.659 20140721 22.739
20140722 5.67 20140722 6.781
20140722 13.759 20140722 14.827
20140722 21.899 20140722 22.87
20140723 5.958 20140723 6.887
20140723 13.905 20140723 14.924
20140723 22.075 20140723 22.958
20140724 6.121 20140724 7.009
20140724 14.117 20140724 15.03
20140724 22.188 20140724 23.048
20140725 6.117 20140725 7.136
20140725 14.24 20140725 15.173
20140725 22.331 20140725 23.228
20140726 6.454 20140726 7.219
20140726 14.479 20140726 15.32
20140726 22.443 20140726 23.326
20140727 6.453 20140727 7.348
20140727 14.633 20140727 15.367
20140727 22.688 20140727 23.388
20140728 6.642 20140728 7.502
20140728 14.66 20140728 15.493
20140728 22.706 20140728 23.625
20140729 6.823 20140729 7.614
20140729 14.814 20140729 15.649
20140729 22.852 20140729 23.72
20140730 6.941 20140730 7.737
20140730 14.948 20140730 15.761
20140730 23.006 20140730 23.852
20140731 7.128 20140731 7.754
20140731 15.159 20140731 15.882
20140731 23.217 20140731 23.871
20140801 7.236 20140801 7.984
20140801 15.264 20140801 15.998
20140801 23.267 20140801 23.992
20140802 7.325 20140802 8.099
20140802 15.362 20140802 16.206
20140802 23.365 20140803 0.236
20140803 7.427 20140803 8.247
20140803 15.466 20140803 16.359
20140803 23.511 20140804 0.517
20140804 7.55 20140804 8.6
20140804 15.566 20140804 16.75
20140804 23.617 20140805 0.66
20140805 7.608 20140805 8.637
20140805 15.674 20140805 16.743
20140805 23.72 20140806 0.775
20140806 7.786 20140806 8.847
20140806 15.841 20140806 16.746
20140806 23.732 20140807 0.783
20140807 7.892 20140807 8.838
20140807 15.963 20140807 16.97
20140807 23.99 20140808 1.146
20140808 8.0 20140808 9.156
20140808 16.08 20140808 17.1
20140809 0.065 20140809 1.533
20140809 8.116 20140809 9.388
20140809 16.258 20140809 17.613
20140810 0.222 20140810 1.274
20140810 8.22 20140810 9.334
20140810 16.197 20140810 17.476
20140811 0.232 20140811 2.035
20140811 8.274 20140811 9.679
20140811 16.322 20140811 18.281
20140812 0.4 20140812 2.275
20140812 8.412 20140812 10.245
20140812 16.433 20140812 18.243
20140813 0.467 20140813 2.327
20140813 8.526 20140813 9.729
20140813 16.572 20140813 18.529
20140814 0.603 20140814 2.117
20140814 8.643 20140814 10.455
20140814 16.682 20140814 18.678
20140815 0.684 20140815 2.826
20140815 8.743 20140815 10.886
20140815 16.789 20140815 18.73
20140816 0.818 20140816 2.827
20140816 8.845 20140816 10.65
20140816 16.84 20140816 18.838
20140817 0.903 20140817 2.835
20140817 8.992 20140817 11.081
20140817 16.956 20140817 19.228
20140818 1.018 20140818 3.025
20140818 9.036 20140818 11.195
20140818 17.082 20140818 19.171
20140819 1.087 20140819 3.172
20140819 9.182 20140819 11.105
20140819 17.203 20140819 19.365
20140820 1.209 20140820 3.455
20140820 9.243 20140820 11.266
20140820 17.27 20140820 19.6
20140821 1.317 20140821 3.484
20140821 9.339 20140821 11.403
20140821 17.374 20140821 19.522
20140822 1.42 20140822 3.481
20140822 9.444 20140822 11.498
20140822 17.471 20140822 19.502
20140823 1.518 20140823 3.62
20140823 9.561 20140823 11.371
20140823 17.587 20140823 19.587
20140824 1.618 20140824 3.616
20140824 9.657 20140824 11.571
20140824 17.705 20140824 19.63
20140825 1.74 20140825 3.822
20140825 9.762 20140825 11.085
20140825 17.811 20140825 19.185
20140826 1.863 20140826 3.31
20140826 9.878 20140826 11.167
20140826 17.874 20140826 19.339
20140827 1.889 20140827 3.754
20140827 9.962 20140827 11.537
20140827 17.946 20140827 19.312
20140828 1.983 20140828 3.219
20140828 10.028 20140828 11.663
20140828 18.094 20140828 19.245
20140829 2.164 20140829 3.524
20140829 10.145 20140829 11.356
20140829 18.205 20140829 19.54
20140830 2.268 20140830 3.179
20140830 10.289 20140830 11.357
20140830 18.3 20140830 19.472
20140831 2.286 20140831 3.922
20140831 10.359 20140831 11.46
20140831 18.401 20140831 19.43
20140901 2.469 20140901 3.609
20140901 10.459 20140901 11.806
20140901 18.477 20140901 20.038
20140902 2.513 20140902 3.65
20140902 10.666 20140902 11.329
20140902 18.729 20140902 19.286
20140903 2.607 20140903 3.722
20140903 10.453 20140903 11.942
20140903 18.715 20140903 19.721
20140904 2.752 20140904 3.852
20140904 10.868 20140904 11.595
20140904 18.844 20140904 19.65
20140905 2.872 20140905 3.731
20140905 10.863 20140905 11.902
20140905 18.953 20140905 19.794
20140906 2.864 20140906 3.906
20140906 10.979 20140906 11.857
20140906 18.994 20140906 19.917
20140907 3.031 20140907 4.039
20140907 11.049 20140907 12.022
20140907 18.97 20140907 20.245
20140908 3.151 20140908 4.011
20140908 11.095 20140908 12.097
20140908 19.117 20140908 20.165
20140909 3.201 20140909 3.973
20140909 11.257 20140909 12.076
20140909 19.288 20140909 20.264
20140910 3.306 20140910 4.195
20140910 11.264 20140910 12.207
20140910 19.297 20140910 20.337
20140911 3.41 20140911 4.338
20140911 11.404 20140911 12.369
20140911 19.469 20140911 20.355
20140912 3.461 20140912 4.382
20140912 11.431 20140912 12.467
20140912 19.501 20140912 20.561
20140913 3.484 20140913 4.635
20140913 11.674 20140913 12.668
20140913 19.73 20140913 20.783
20140914 3.796 20140914 4.855
20140914 11.848 20140914 13.006
20140914 19.886 20140914 21.097
20140915 4.084 20140915 5.124
20140915 12.226 20140915 13.179
20140915 20.279 20140915 21.244
20140916 4.315 20140916 5.221
20140916 12.408 20140916 13.411
20140916 20.498 20140916 21.521
20140917 4.603 20140917 5.588
20140917 12.723 20140917 13.666
20140917 20.942 20140917 21.705
20140918 4.905 20140918 5.839
20140918 12.929 20140918 13.927
20140918 21.052 20140918 21.981
20140919 5.174 20140919 6.058
20140919 13.264 20140919 14.171
20140919 21.317 20140919 22.219
20140920 5.325 20140920 6.358
20140920 13.452 20140920 14.432
20140920 21.488 20140920 22.535
20140921 5.634 20140921 6.621
20140921 13.659 20140921 14.707
20140921 21.667 20140921 22.925
20140922 5.733 20140922 6.873
20140922 13.77 20140922 14.989
20140922 21.883 20140922 23.076
20140923 5.989 20140923 7.158
20140923 14.192 20140923 15.271
20140923 22.137 20140923 23.307
20140924 6.185 20140924 7.375
20140924 14.453 20140924 15.377
20140924 22.544 20140924 23.575
20140925 6.494 20140925 7.661
20140925 14.67 20140925 15.672
20140925 22.757 20140925 23.786
20140926 6.764 20140926 7.825
20140926 14.924 20140926 15.958
20140926 23.033 20140927 0.039
20140927 7.028 20140927 8.037
20140927 15.182 20140927 16.183
20140927 23.258 20140928 0.297
20140928 7.307 20140928 8.386
20140928 15.39 20140928 16.417
20140928 23.52 20140929 0.525
20140929 7.539 20140929 8.62
20140929 15.562 20140929 16.712
20140929 23.67 20140930 0.813
20140930 7.788 20140930 8.872
20140930 15.919 20140930 16.988
20140930 23.966 20141001 1.031
20141001 8.096 20141001 9.114
20141001 16.061 20141001 17.282
20141002 0.079 20141002 1.389
20141002 8.243 20141002 9.406
20141002 16.398 20141002 17.437
20141003 0.464 20141003 1.591
20141003 8.423 20141003 9.725
20141003 16.548 20141003 17.8
20141004 0.794 20141004 1.756
20141004 8.742 20141004 9.876
20141004 16.93 20141004 18.012
20141005 0.947 20141005 2.116
20141005 9.106 20141005 10.119
20141005 17.277 20141005 18.253
20141006 1.33 20141006 2.321
20141006 9.376 20141006 10.371
20141006 17.542 20141006 18.491
20141007 1.52 20141007 2.588
20141007 9.598 20141007 10.717
20141007 17.704 20141007 18.789
20141008 1.826 20141008 2.841
20141008 9.852 20141008 10.932
20141008 18.025 20141008 19.031
20141009 2.055 20141009 3.134
20141009 10.113 20141009 11.205
20141009 18.175 20141009 19.302
20141010 2.242 20141010 3.412
20141010 10.414 20141010 11.432
20141010 18.54 20141010 19.558
20141011 2.556 20141011 3.682
20141011 10.76 20141011 11.762
20141011 18.794 20141011 19.857
20141012 2.881 20141012 3.975
20141012 11.012 20141012 12.045
20141012 19.014 20141012 20.194
20141013 3.143 20141013 4.265
20141013 11.227 20141013 12.355
20141013 19.28 20141013 20.437
20141014 3.46 20141014 4.538
20141014 11.473 20141014 12.569
20141014 19.63 20141014 20.684
20141015 3.7 20141015 4.711
20141015 11.877 20141015 12.847
20141015 19.915 20141015 21.124
20141016 4.136 20141016 5.233
20141016 12.24 20141016 13.642
20141016 20.24 20141016 21.283
20141017 4.347 20141017 5.265
20141017 12.445 20141017 13.393
20141017 20.55 20141017 21.47
20141018 4.693 20141018 5.573
20141018 12.795 20141018 13.648
20141018 20.847 20141018 21.739
20141019 4.991 20141019 5.86
20141019 13.251 20141019 13.851
